REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2022/07/01 00:05:00,8656.59,396.62,TRADE
NSW1,2022/07/01 00:10:00,8539.53,380.41,TRADE
NSW1,2022/07/01 00:15:00,8591.66,380.41,TRADE
NSW1,2022/07/01 00:20:00,8601.76,380.41,TRADE
NSW1,2022/07/01 00:25:00,8518.26,371.29,TRADE
NSW1,2022/07/01 00:30:00,8485.2,371.39,TRADE
NSW1,2022/07/01 00:35:00,8491.22,380.41,TRADE
NSW1,2022/07/01 00:40:00,8480.22,381.12,TRADE
NSW1,2022/07/01 00:45:00,8448.05,380.41,TRADE
NSW1,2022/07/01 00:50:00,8372.37,380.41,TRADE
NSW1,2022/07/01 00:55:00,8398.14,381.12,TRADE
NSW1,2022/07/01 01:00:00,8443.7,381.12,TRADE
NSW1,2022/07/01 01:05:00,8398.98,380.41,TRADE
NSW1,2022/07/01 01:10:00,8273.01,371.39,TRADE
NSW1,2022/07/01 01:15:00,8236.96,380.41,TRADE
NSW1,2022/07/01 01:20:00,8183.24,380.41,TRADE
NSW1,2022/07/01 01:25:00,8126.9,380.41,TRADE
NSW1,2022/07/01 01:30:00,8044.29,380.41,TRADE
NSW1,2022/07/01 01:35:00,8006.74,374.72,TRADE
NSW1,2022/07/01 01:40:00,7999.15,380.41,TRADE
NSW1,2022/07/01 01:45:00,7970.62,380.41,TRADE
NSW1,2022/07/01 01:50:00,7827.48,375.13,TRADE
NSW1,2022/07/01 01:55:00,7785.12,375.57,TRADE
NSW1,2022/07/01 02:00:00,7799.5,380.41,TRADE
NSW1,2022/07/01 02:05:00,7805.82,383.20,TRADE
NSW1,2022/07/01 02:10:00,7665.41,383.33,TRADE
NSW1,2022/07/01 02:15:00,7658.53,380.41,TRADE
NSW1,2022/07/01 02:20:00,7620.42,380.41,TRADE
NSW1,2022/07/01 02:25:00,7557.4,380.41,TRADE
NSW1,2022/07/01 02:30:00,7489.28,371.29,TRADE
NSW1,2022/07/01 02:35:00,7525.88,384.69,TRADE
NSW1,2022/07/01 02:40:00,7386.38,380.41,TRADE
NSW1,2022/07/01 02:45:00,7359.08,380.41,TRADE
NSW1,2022/07/01 02:50:00,7357.77,371.39,TRADE
NSW1,2022/07/01 02:55:00,7285.95,371.29,TRADE
NSW1,2022/07/01 03:00:00,7235.5,356.83,TRADE
NSW1,2022/07/01 03:05:00,7294.28,380.41,TRADE
NSW1,2022/07/01 03:10:00,7261.32,380.41,TRADE
NSW1,2022/07/01 03:15:00,7183.79,361.54,TRADE
NSW1,2022/07/01 03:20:00,7217.39,380.41,TRADE
NSW1,2022/07/01 03:25:00,7184.59,371.39,TRADE
NSW1,2022/07/01 03:30:00,7141.94,380.41,TRADE
NSW1,2022/07/01 03:35:00,7036.99,354.68,TRADE
NSW1,2022/07/01 03:40:00,7122.48,379.52,TRADE
NSW1,2022/07/01 03:45:00,7131.1,371.29,TRADE
NSW1,2022/07/01 03:50:00,7124.3,371.29,TRADE
NSW1,2022/07/01 03:55:00,7133.96,354.68,TRADE
NSW1,2022/07/01 04:00:00,7105.46,372.88,TRADE
NSW1,2022/07/01 04:05:00,7149.68,353.92,TRADE
NSW1,2022/07/01 04:10:00,7109.05,345.91,TRADE
NSW1,2022/07/01 04:15:00,7199.24,358.12,TRADE
NSW1,2022/07/01 04:20:00,7204.72,352,TRADE
NSW1,2022/07/01 04:25:00,7164,352,TRADE
NSW1,2022/07/01 04:30:00,7218,354.91,TRADE
NSW1,2022/07/01 04:35:00,7205.89,327.39,TRADE
NSW1,2022/07/01 04:40:00,7247.34,334.19,TRADE
NSW1,2022/07/01 04:45:00,7157.22,319.89,TRADE
NSW1,2022/07/01 04:50:00,7251.46,331.09,TRADE
NSW1,2022/07/01 04:55:00,7317.45,354.72,TRADE
NSW1,2022/07/01 05:00:00,7374.19,352,TRADE
NSW1,2022/07/01 05:05:00,7475.89,345.04,TRADE
NSW1,2022/07/01 05:10:00,7464.8,347.47,TRADE
NSW1,2022/07/01 05:15:00,7453.81,340.85,TRADE
NSW1,2022/07/01 05:20:00,7592.95,350.44,TRADE
NSW1,2022/07/01 05:25:00,7610.67,352,TRADE
NSW1,2022/07/01 05:30:00,7646.24,372,TRADE
NSW1,2022/07/01 05:35:00,7729.64,310.88,TRADE
NSW1,2022/07/01 05:40:00,7863.08,343.64,TRADE
NSW1,2022/07/01 05:45:00,7930.03,346.46,TRADE
NSW1,2022/07/01 05:50:00,7972.87,352,TRADE
NSW1,2022/07/01 05:55:00,8016.31,352,TRADE
NSW1,2022/07/01 06:00:00,8031.16,364.65,TRADE
NSW1,2022/07/01 06:05:00,8218.17,345.19,TRADE
NSW1,2022/07/01 06:10:00,8395.61,352,TRADE
NSW1,2022/07/01 06:15:00,8500.37,350.39,TRADE
NSW1,2022/07/01 06:20:00,8611.62,353.12,TRADE
NSW1,2022/07/01 06:25:00,8630.45,372,TRADE
NSW1,2022/07/01 06:30:00,8772.92,380.91,TRADE
NSW1,2022/07/01 06:35:00,8917.03,375.77,TRADE
NSW1,2022/07/01 06:40:00,8972.09,372,TRADE
NSW1,2022/07/01 06:45:00,9077.08,382.29,TRADE
NSW1,2022/07/01 06:50:00,9235.88,380.91,TRADE
NSW1,2022/07/01 06:55:00,9198.33,380.91,TRADE
NSW1,2022/07/01 07:00:00,9364.27,380.91,TRADE
NSW1,2022/07/01 07:05:00,9430.31,380.91,TRADE
NSW1,2022/07/01 07:10:00,9611.06,594.56,TRADE
NSW1,2022/07/01 07:15:00,9686.79,454.66,TRADE
NSW1,2022/07/01 07:20:00,9768.33,372,TRADE
NSW1,2022/07/01 07:25:00,9871.2,380.91,TRADE
NSW1,2022/07/01 07:30:00,9831.27,380.91,TRADE
NSW1,2022/07/01 07:35:00,10001.28,380.91,TRADE
NSW1,2022/07/01 07:40:00,10094.07,380.91,TRADE
NSW1,2022/07/01 07:45:00,10100.61,380.91,TRADE
NSW1,2022/07/01 07:50:00,10197.13,438.69,TRADE
NSW1,2022/07/01 07:55:00,10228.83,471,TRADE
NSW1,2022/07/01 08:00:00,10327.39,537.15,TRADE
NSW1,2022/07/01 08:05:00,10349.51,415.76,TRADE
NSW1,2022/07/01 08:10:00,10448.1,523.16,TRADE
NSW1,2022/07/01 08:15:00,10438.51,471,TRADE
NSW1,2022/07/01 08:20:00,10396.58,471,TRADE
NSW1,2022/07/01 08:25:00,10503.43,525.47,TRADE
NSW1,2022/07/01 08:30:00,10452.15,400.98,TRADE
NSW1,2022/07/01 08:35:00,10360.98,471,TRADE
NSW1,2022/07/01 08:40:00,10449.71,530.71,TRADE
NSW1,2022/07/01 08:45:00,10398.9,517.98,TRADE
NSW1,2022/07/01 08:50:00,10359.22,502.16,TRADE
NSW1,2022/07/01 08:55:00,10337.27,380.91,TRADE
NSW1,2022/07/01 09:00:00,10416.9,445,TRADE
NSW1,2022/07/01 09:05:00,10419.73,515.92,TRADE
NSW1,2022/07/01 09:10:00,10306.91,388.13,TRADE
NSW1,2022/07/01 09:15:00,10375,509.19,TRADE
NSW1,2022/07/01 09:20:00,10457.76,471,TRADE
NSW1,2022/07/01 09:25:00,10417.85,492.33,TRADE
NSW1,2022/07/01 09:30:00,10402.18,514.47,TRADE
NSW1,2022/07/01 09:35:00,10461.42,447,TRADE
NSW1,2022/07/01 09:40:00,10438.12,507.71,TRADE
NSW1,2022/07/01 09:45:00,10452.17,518.21,TRADE
NSW1,2022/07/01 09:50:00,10340.43,471,TRADE
NSW1,2022/07/01 09:55:00,10360.83,471,TRADE
NSW1,2022/07/01 10:00:00,10363.1,471,TRADE
NSW1,2022/07/01 10:05:00,10343.28,352,TRADE
NSW1,2022/07/01 10:10:00,10307.78,471,TRADE
NSW1,2022/07/01 10:15:00,10278.54,471,TRADE
NSW1,2022/07/01 10:20:00,10363.06,471.02,TRADE
NSW1,2022/07/01 10:25:00,10320.28,471,TRADE
NSW1,2022/07/01 10:30:00,10241.91,470.90,TRADE
NSW1,2022/07/01 10:35:00,10213.08,471.02,TRADE
NSW1,2022/07/01 10:40:00,10230.71,539.19,TRADE
NSW1,2022/07/01 10:45:00,10278.73,657.74,TRADE
NSW1,2022/07/01 10:50:00,10266.96,471.02,TRADE
NSW1,2022/07/01 10:55:00,10250.87,471.02,TRADE
NSW1,2022/07/01 11:00:00,10293.33,518.58,TRADE
NSW1,2022/07/01 11:05:00,10204.78,471.02,TRADE
NSW1,2022/07/01 11:10:00,10245.68,471.02,TRADE
NSW1,2022/07/01 11:15:00,10261.36,471.02,TRADE
NSW1,2022/07/01 11:20:00,10333.88,471.02,TRADE
NSW1,2022/07/01 11:25:00,10267.38,471.02,TRADE
NSW1,2022/07/01 11:30:00,10326.94,471.02,TRADE
NSW1,2022/07/01 11:35:00,10303.05,471.02,TRADE
NSW1,2022/07/01 11:40:00,10323.02,471.02,TRADE
NSW1,2022/07/01 11:45:00,10296.09,471.02,TRADE
NSW1,2022/07/01 11:50:00,10221.66,471.02,TRADE
NSW1,2022/07/01 11:55:00,10191.75,471.02,TRADE
NSW1,2022/07/01 12:00:00,10285.41,471.02,TRADE
NSW1,2022/07/01 12:05:00,10293.41,471.02,TRADE
NSW1,2022/07/01 12:10:00,10293.25,471.02,TRADE
NSW1,2022/07/01 12:15:00,10292.76,471.02,TRADE
NSW1,2022/07/01 12:20:00,10354.79,471.02,TRADE
NSW1,2022/07/01 12:25:00,10381.68,471.02,TRADE
NSW1,2022/07/01 12:30:00,10398.92,471.02,TRADE
