REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2022/10/01 00:05:00,7773.44,149.61,TRADE
NSW1,2022/10/01 00:10:00,7703.03,162,TRADE
NSW1,2022/10/01 00:15:00,7718.71,157,TRADE
NSW1,2022/10/01 00:20:00,7640.08,155.73,TRADE
NSW1,2022/10/01 00:25:00,7714.76,156.70,TRADE
NSW1,2022/10/01 00:30:00,7662.15,155.24,TRADE
NSW1,2022/10/01 00:35:00,7646.88,162,TRADE
NSW1,2022/10/01 00:40:00,7553.17,162,TRADE
NSW1,2022/10/01 00:45:00,7567.9,162,TRADE
NSW1,2022/10/01 00:50:00,7548.2,162,TRADE
NSW1,2022/10/01 00:55:00,7553.74,161.48,TRADE
NSW1,2022/10/01 01:00:00,7423.53,152.52,TRADE
NSW1,2022/10/01 01:05:00,7411.99,159.17,TRADE
NSW1,2022/10/01 01:10:00,7386.53,160.88,TRADE
NSW1,2022/10/01 01:15:00,7313.2,155.46,TRADE
NSW1,2022/10/01 01:20:00,7255.95,152.71,TRADE
NSW1,2022/10/01 01:25:00,7273.34,155.61,TRADE
NSW1,2022/10/01 01:30:00,7196.77,152.88,TRADE
NSW1,2022/10/01 01:35:00,7211.47,155.04,TRADE
NSW1,2022/10/01 01:40:00,7198.02,157.97,TRADE
NSW1,2022/10/01 01:45:00,7173.69,156.98,TRADE
NSW1,2022/10/01 01:50:00,7049.36,155.26,TRADE
NSW1,2022/10/01 01:55:00,6960.24,148.99,TRADE
NSW1,2022/10/01 02:00:00,6952.89,148.62,TRADE
NSW1,2022/10/01 02:05:00,6907.71,150.01,TRADE
NSW1,2022/10/01 02:10:00,6843.67,150.01,TRADE
NSW1,2022/10/01 02:15:00,6793.74,149.63,TRADE
NSW1,2022/10/01 02:20:00,6759.5,148.73,TRADE
NSW1,2022/10/01 02:25:00,6741.89,148.99,TRADE
NSW1,2022/10/01 02:30:00,6680.3,148.76,TRADE
NSW1,2022/10/01 02:35:00,6641.48,158.04,TRADE
NSW1,2022/10/01 02:40:00,6513.87,150.01,TRADE
NSW1,2022/10/01 02:45:00,6482.33,150.01,TRADE
NSW1,2022/10/01 02:50:00,6537.35,152.90,TRADE
NSW1,2022/10/01 02:55:00,6480.77,149,TRADE
NSW1,2022/10/01 03:00:00,6525.59,150.01,TRADE
NSW1,2022/10/01 03:05:00,6485.27,150.01,TRADE
NSW1,2022/10/01 03:10:00,6485.1,155.43,TRADE
NSW1,2022/10/01 03:15:00,6445.39,155.02,TRADE
NSW1,2022/10/01 03:20:00,6433.49,155.05,TRADE
NSW1,2022/10/01 03:25:00,6420.01,155.03,TRADE
NSW1,2022/10/01 03:30:00,6372.86,151.20,TRADE
NSW1,2022/10/01 03:35:00,6426.68,156.94,TRADE
NSW1,2022/10/01 03:40:00,6345.27,153.07,TRADE
NSW1,2022/10/01 03:45:00,6260.88,150.01,TRADE
NSW1,2022/10/01 03:50:00,6334.63,155.75,TRADE
NSW1,2022/10/01 03:55:00,6327.59,154.12,TRADE
NSW1,2022/10/01 04:00:00,6340.73,155.78,TRADE
NSW1,2022/10/01 04:05:00,6408.01,150.05,TRADE
NSW1,2022/10/01 04:10:00,6332.64,149.89,TRADE
NSW1,2022/10/01 04:15:00,6371.04,155.16,TRADE
NSW1,2022/10/01 04:20:00,6364,153.70,TRADE
NSW1,2022/10/01 04:25:00,6265.04,152.25,TRADE
NSW1,2022/10/01 04:30:00,6274.24,152.14,TRADE
NSW1,2022/10/01 04:35:00,6294.92,152.15,TRADE
NSW1,2022/10/01 04:40:00,6298.93,152.04,TRADE
NSW1,2022/10/01 04:45:00,6327.68,151.06,TRADE
NSW1,2022/10/01 04:50:00,6361.88,152.26,TRADE
NSW1,2022/10/01 04:55:00,6361.88,153.62,TRADE
NSW1,2022/10/01 05:00:00,6417.1,156.11,TRADE
NSW1,2022/10/01 05:05:00,6470.45,158.68,TRADE
NSW1,2022/10/01 05:10:00,6500.85,162.54,TRADE
NSW1,2022/10/01 05:15:00,6406.06,157.75,TRADE
NSW1,2022/10/01 05:20:00,6372.88,158.48,TRADE
NSW1,2022/10/01 05:25:00,6393.05,159.90,TRADE
NSW1,2022/10/01 05:30:00,6423.95,162,TRADE
NSW1,2022/10/01 05:35:00,6426.5,149.35,TRADE
NSW1,2022/10/01 05:40:00,6442.4,148.99,TRADE
NSW1,2022/10/01 05:45:00,6471.36,148.99,TRADE
NSW1,2022/10/01 05:50:00,6464.21,148.99,TRADE
NSW1,2022/10/01 05:55:00,6514.51,149,TRADE
NSW1,2022/10/01 06:00:00,6555.19,149,TRADE
NSW1,2022/10/01 06:05:00,6627.58,149,TRADE
NSW1,2022/10/01 06:10:00,6707.44,149,TRADE
NSW1,2022/10/01 06:15:00,6692.75,149,TRADE
NSW1,2022/10/01 06:20:00,6778.12,148.99,TRADE
NSW1,2022/10/01 06:25:00,6734.98,124.37,TRADE
NSW1,2022/10/01 06:30:00,6671.75,121.11,TRADE
NSW1,2022/10/01 06:35:00,6783.09,89.99,TRADE
NSW1,2022/10/01 06:40:00,6746.18,125,TRADE
