REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2022/05/01 00:05:00,6973.88,299.99,TRADE
NSW1,2022/05/01 00:10:00,7025.21,299.98,TRADE
NSW1,2022/05/01 00:15:00,6998.04,299.98,TRADE
NSW1,2022/05/01 00:20:00,6890.58,299.98,TRADE
NSW1,2022/05/01 00:25:00,6870.36,299.98,TRADE
NSW1,2022/05/01 00:30:00,6918.71,299.98,TRADE
NSW1,2022/05/01 00:35:00,6861.11,299.98,TRADE
NSW1,2022/05/01 00:40:00,6841.02,299.98,TRADE
NSW1,2022/05/01 00:45:00,6780.82,299.98,TRADE
NSW1,2022/05/01 00:50:00,6778.25,299.98,TRADE
NSW1,2022/05/01 00:55:00,6759.32,299.98,TRADE
NSW1,2022/05/01 01:00:00,6783.5,299.98,TRADE
NSW1,2022/05/01 01:05:00,6733.39,299.98,TRADE
NSW1,2022/05/01 01:10:00,6700.22,299.98,TRADE
NSW1,2022/05/01 01:15:00,6677.94,299.98,TRADE
NSW1,2022/05/01 01:20:00,6596.91,299.98,TRADE
NSW1,2022/05/01 01:25:00,6537.02,298.49,TRADE
NSW1,2022/05/01 01:30:00,6609.89,299.98,TRADE
NSW1,2022/05/01 01:35:00,6518.39,299.98,TRADE
NSW1,2022/05/01 01:40:00,6587.91,299.98,TRADE
NSW1,2022/05/01 01:45:00,6483.11,295.21,TRADE
NSW1,2022/05/01 01:50:00,6497.18,299.98,TRADE
NSW1,2022/05/01 01:55:00,6388.18,299.98,TRADE
NSW1,2022/05/01 02:00:00,6317.04,299.98,TRADE
NSW1,2022/05/01 02:05:00,6304.86,299.98,TRADE
NSW1,2022/05/01 02:10:00,6304.33,299.98,TRADE
NSW1,2022/05/01 02:15:00,6220.35,299.98,TRADE
NSW1,2022/05/01 02:20:00,6131.32,299.98,TRADE
NSW1,2022/05/01 02:25:00,6207.65,299.98,TRADE
NSW1,2022/05/01 02:30:00,6108.64,280.60,TRADE
NSW1,2022/05/01 02:35:00,6168.95,299.98,TRADE
NSW1,2022/05/01 02:40:00,6061.29,280.60,TRADE
NSW1,2022/05/01 02:45:00,6029.59,243.76,TRADE
NSW1,2022/05/01 02:50:00,6046.86,249,TRADE
NSW1,2022/05/01 02:55:00,6005.42,249,TRADE
NSW1,2022/05/01 03:00:00,6044.58,280.60,TRADE
NSW1,2022/05/01 03:05:00,6035.28,283.08,TRADE
NSW1,2022/05/01 03:10:00,6043.91,280.60,TRADE
NSW1,2022/05/01 03:15:00,6007.29,280.60,TRADE
NSW1,2022/05/01 03:20:00,5916.77,273.30,TRADE
NSW1,2022/05/01 03:25:00,5959.39,280.60,TRADE
NSW1,2022/05/01 03:30:00,5966.5,280.60,TRADE
NSW1,2022/05/01 03:35:00,5971.57,280.60,TRADE
NSW1,2022/05/01 03:40:00,5962.54,280.60,TRADE
NSW1,2022/05/01 03:45:00,5900.31,280.60,TRADE
NSW1,2022/05/01 03:50:00,5941.32,280.60,TRADE
NSW1,2022/05/01 03:55:00,5918.37,280.60,TRADE
NSW1,2022/05/01 04:00:00,5875.79,280.60,TRADE
NSW1,2022/05/01 04:05:00,5948.38,273.26,TRADE
NSW1,2022/05/01 04:10:00,5963.96,198.98,TRADE
NSW1,2022/05/01 04:15:00,5862.66,198.98,TRADE
NSW1,2022/05/01 04:20:00,5885.29,201.85,TRADE
NSW1,2022/05/01 04:25:00,5948.63,249,TRADE
NSW1,2022/05/01 04:30:00,5947.9,230.82,TRADE
NSW1,2022/05/01 04:35:00,5952.26,262.38,TRADE
NSW1,2022/05/01 04:40:00,5925.35,244.47,TRADE
NSW1,2022/05/01 04:45:00,5909.23,198.98,TRADE
NSW1,2022/05/01 04:50:00,5896.48,198.98,TRADE
NSW1,2022/05/01 04:55:00,6015.78,216.38,TRADE
