REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2021/02/01 00:30:00,6693.67,32.11,TRADE
NSW1,2021/02/01 01:00:00,6511.88,31.71,TRADE
NSW1,2021/02/01 01:30:00,6275.03,29.64,TRADE
NSW1,2021/02/01 02:00:00,6121.26,32.44,TRADE
NSW1,2021/02/01 02:30:00,6123.13,30.03,TRADE
NSW1,2021/02/01 03:00:00,6064.05,29.75,TRADE
NSW1,2021/02/01 03:30:00,6081.01,30.27,TRADE
NSW1,2021/02/01 04:00:00,6170.13,28.73,TRADE
NSW1,2021/02/01 04:30:00,6373.83,34.38,TRADE
NSW1,2021/02/01 05:00:00,6610.98,34.87,TRADE
NSW1,2021/02/01 05:30:00,7057.09,36.50,TRADE
NSW1,2021/02/01 06:00:00,7488.24,39.59,TRADE
NSW1,2021/02/01 06:30:00,7782.32,38.35,TRADE
NSW1,2021/02/01 07:00:00,8044.58,38.23,TRADE
NSW1,2021/02/01 07:30:00,8097.73,34.84,TRADE
NSW1,2021/02/01 08:00:00,8133.47,35.53,TRADE
NSW1,2021/02/01 08:30:00,8044.63,35.67,TRADE
NSW1,2021/02/01 09:00:00,8002,35.69,TRADE
NSW1,2021/02/01 09:30:00,8004.73,37.79,TRADE
NSW1,2021/02/01 10:00:00,7896.02,35.54,TRADE
NSW1,2021/02/01 10:30:00,7756.97,35.63,TRADE
NSW1,2021/02/01 11:00:00,7731.15,35.61,TRADE
NSW1,2021/02/01 11:30:00,7807.41,35.56,TRADE
NSW1,2021/02/01 12:00:00,7891.88,35.17,TRADE
NSW1,2021/02/01 12:30:00,7776.07,35.50,TRADE
NSW1,2021/02/01 13:00:00,7929.97,35.46,TRADE
NSW1,2021/02/01 13:30:00,8074.97,37.46,TRADE
NSW1,2021/02/01 14:00:00,8154.18,38.19,TRADE
NSW1,2021/02/01 14:30:00,8272.51,35.92,TRADE
NSW1,2021/02/01 15:00:00,8570.35,36.55,TRADE
NSW1,2021/02/01 15:30:00,8930.72,38.20,TRADE
NSW1,2021/02/01 16:00:00,9217.09,41.24,TRADE
NSW1,2021/02/01 16:30:00,9454.14,41.22,TRADE
NSW1,2021/02/01 17:00:00,9653.05,41.10,TRADE
NSW1,2021/02/01 17:30:00,9520.12,43.98,TRADE
NSW1,2021/02/01 18:00:00,9440.21,42.22,TRADE
NSW1,2021/02/01 18:30:00,9129.69,35.50,TRADE
NSW1,2021/02/01 19:00:00,8932.57,35.43,TRADE
NSW1,2021/02/01 19:30:00,8861.85,35.53,TRADE
NSW1,2021/02/01 20:00:00,8756.44,37.35,TRADE
NSW1,2021/02/01 20:30:00,8466.05,35.52,TRADE
NSW1,2021/02/01 21:00:00,8157.49,35.14,TRADE
NSW1,2021/02/01 21:30:00,8069.05,34.59,TRADE
NSW1,2021/02/01 22:00:00,7914.58,33.29,TRADE
NSW1,2021/02/01 22:30:00,7824.75,35.38,TRADE
NSW1,2021/02/01 23:00:00,7626.12,33.64,TRADE
NSW1,2021/02/01 23:30:00,7452.92,34.99,TRADE
NSW1,2021/02/02 00:00:00,7364.16,35.06,TRADE
NSW1,2021/02/02 00:30:00,7124.06,35.32,TRADE
NSW1,2021/02/02 01:00:00,6925.35,35.15,TRADE
NSW1,2021/02/02 01:30:00,6652.05,33.16,TRADE
NSW1,2021/02/02 02:00:00,6429.09,30.71,TRADE
NSW1,2021/02/02 02:30:00,6301.52,33.41,TRADE
NSW1,2021/02/02 03:00:00,6228.12,32.46,TRADE
NSW1,2021/02/02 03:30:00,6255.35,33.28,TRADE
NSW1,2021/02/02 04:00:00,6266.86,31.28,TRADE
NSW1,2021/02/02 04:30:00,6450.95,33.43,TRADE
NSW1,2021/02/02 05:00:00,6713.06,34.68,TRADE
NSW1,2021/02/02 05:30:00,7094.75,35.39,TRADE
NSW1,2021/02/02 06:00:00,7501.18,36.46,TRADE
NSW1,2021/02/02 06:30:00,7757.86,35.85,TRADE
NSW1,2021/02/02 07:00:00,7965.11,35.53,TRADE
NSW1,2021/02/02 07:30:00,7980.32,34.32,TRADE
NSW1,2021/02/02 08:00:00,7990.26,35.51,TRADE
NSW1,2021/02/02 08:30:00,7858.37,32.23,TRADE
NSW1,2021/02/02 09:00:00,7648.14,29.63,TRADE
NSW1,2021/02/02 09:30:00,7396.5,34.50,TRADE
NSW1,2021/02/02 10:00:00,7430.79,35.07,TRADE
NSW1,2021/02/02 10:30:00,7435.14,33.79,TRADE
NSW1,2021/02/02 11:00:00,7353.19,30.76,TRADE
NSW1,2021/02/02 11:30:00,7315.75,31.10,TRADE
NSW1,2021/02/02 12:00:00,7294.75,33.23,TRADE
NSW1,2021/02/02 12:30:00,7238.3,31.53,TRADE
NSW1,2021/02/02 13:00:00,7279.36,33.20,TRADE
NSW1,2021/02/02 13:30:00,7248.65,26.64,TRADE
NSW1,2021/02/02 14:00:00,7229.9,21.42,TRADE
NSW1,2021/02/02 14:30:00,7205.46,22.02,TRADE
NSW1,2021/02/02 15:00:00,7359.2,30.95,TRADE
NSW1,2021/02/02 15:30:00,7603.62,29.97,TRADE
NSW1,2021/02/02 16:00:00,7759.36,31.49,TRADE
NSW1,2021/02/02 16:30:00,7962.69,32.92,TRADE
NSW1,2021/02/02 17:00:00,8173.61,35.25,TRADE
NSW1,2021/02/02 17:30:00,8206.41,36.03,TRADE
NSW1,2021/02/02 18:00:00,8244.71,34.94,TRADE
NSW1,2021/02/02 18:30:00,8203.75,35.44,TRADE
NSW1,2021/02/02 19:00:00,8164.22,35.55,TRADE
NSW1,2021/02/02 19:30:00,8071.88,35.48,TRADE
NSW1,2021/02/02 20:00:00,8047.76,35.61,TRADE
NSW1,2021/02/02 20:30:00,7882.35,34.97,TRADE
NSW1,2021/02/02 21:00:00,7643.45,35.08,TRADE
NSW1,2021/02/02 21:30:00,7585.27,34.69,TRADE
NSW1,2021/02/02 22:00:00,7454,31.94,TRADE
NSW1,2021/02/02 22:30:00,7417.55,34.45,TRADE
NSW1,2021/02/02 23:00:00,7291.06,35.78,TRADE
NSW1,2021/02/02 23:30:00,7156.85,34.50,TRADE
NSW1,2021/02/03 00:00:00,7076.33,36.09,TRADE
NSW1,2021/02/03 00:30:00,6868.35,39.14,TRADE
NSW1,2021/02/03 01:00:00,6729.58,37.65,TRADE
NSW1,2021/02/03 01:30:00,6429.23,34.18,TRADE
NSW1,2021/02/03 02:00:00,6240,32.68,TRADE
NSW1,2021/02/03 02:30:00,6130.42,31.79,TRADE
NSW1,2021/02/03 03:00:00,6119.41,32.53,TRADE
NSW1,2021/02/03 03:30:00,6093.08,31.82,TRADE
NSW1,2021/02/03 04:00:00,6166.51,32.81,TRADE
NSW1,2021/02/03 04:30:00,6345.8,32.54,TRADE
NSW1,2021/02/03 05:00:00,6536.8,33.91,TRADE
NSW1,2021/02/03 05:30:00,6970.73,38.38,TRADE
NSW1,2021/02/03 06:00:00,7334.87,40.88,TRADE
NSW1,2021/02/03 06:30:00,7545.56,38.13,TRADE
NSW1,2021/02/03 07:00:00,7652.67,35.83,TRADE
NSW1,2021/02/03 07:30:00,7606.34,31.90,TRADE
NSW1,2021/02/03 08:00:00,7425.31,32.94,TRADE
NSW1,2021/02/03 08:30:00,7319.55,30.76,TRADE
NSW1,2021/02/03 09:00:00,7171.17,27.17,TRADE
NSW1,2021/02/03 09:30:00,6986.32,26.49,TRADE
NSW1,2021/02/03 10:00:00,6889.69,27.72,TRADE
NSW1,2021/02/03 10:30:00,6825.65,26.43,TRADE
NSW1,2021/02/03 11:00:00,6830.76,31.86,TRADE
NSW1,2021/02/03 11:30:00,6789.23,23.99,TRADE
NSW1,2021/02/03 12:00:00,6874.7,28.57,TRADE
NSW1,2021/02/03 12:30:00,6950.14,32.10,TRADE
NSW1,2021/02/03 13:00:00,6967.72,32.74,TRADE
NSW1,2021/02/03 13:30:00,6987.86,32.43,TRADE
NSW1,2021/02/03 14:00:00,6997.44,33.61,TRADE
NSW1,2021/02/03 14:30:00,7069.69,32.90,TRADE
NSW1,2021/02/03 15:00:00,7172.79,33.44,TRADE
NSW1,2021/02/03 15:30:00,7362.18,32.50,TRADE
NSW1,2021/02/03 16:00:00,7686.3,33.37,TRADE
NSW1,2021/02/03 16:30:00,7935.42,34.75,TRADE
NSW1,2021/02/03 17:00:00,8204.71,35.86,TRADE
