REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2022/04/01 00:05:00,7122.84,198.48,TRADE
NSW1,2022/04/01 00:10:00,7072.97,195.83,TRADE
NSW1,2022/04/01 00:15:00,7087.67,289.98,TRADE
NSW1,2022/04/01 00:20:00,7012.05,244.85,TRADE
NSW1,2022/04/01 00:25:00,6984.89,285.63,TRADE
NSW1,2022/04/01 00:30:00,6882.15,189,TRADE
NSW1,2022/04/01 00:35:00,6961.72,241.51,TRADE
NSW1,2022/04/01 00:40:00,6944.77,190,TRADE
NSW1,2022/04/01 00:45:00,6814.65,114.15,TRADE
NSW1,2022/04/01 00:50:00,6735.6,114.08,TRADE
NSW1,2022/04/01 00:55:00,6699.45,120,TRADE
NSW1,2022/04/01 01:00:00,6639.48,122.52,TRADE
NSW1,2022/04/01 01:05:00,6623.45,122.52,TRADE
NSW1,2022/04/01 01:10:00,6532.85,122.52,TRADE
NSW1,2022/04/01 01:15:00,6534.77,122.52,TRADE
NSW1,2022/04/01 01:20:00,6434.85,120,TRADE
NSW1,2022/04/01 01:25:00,6431.27,120,TRADE
NSW1,2022/04/01 01:30:00,6380.53,99.97,TRADE
NSW1,2022/04/01 01:35:00,6358.92,114.41,TRADE
NSW1,2022/04/01 01:40:00,6439.93,277.43,TRADE
NSW1,2022/04/01 01:45:00,6367.53,123.65,TRADE
NSW1,2022/04/01 01:50:00,6305.56,122.52,TRADE
NSW1,2022/04/01 01:55:00,6270.37,122.52,TRADE
NSW1,2022/04/01 02:00:00,6272.57,122.52,TRADE
NSW1,2022/04/01 02:05:00,6224.44,122.52,TRADE
NSW1,2022/04/01 02:10:00,6220.19,122.52,TRADE
NSW1,2022/04/01 02:15:00,6148.52,120,TRADE
NSW1,2022/04/01 02:20:00,6120.68,120,TRADE
NSW1,2022/04/01 02:25:00,6108.01,122.52,TRADE
NSW1,2022/04/01 02:30:00,6086.86,118.99,TRADE
NSW1,2022/04/01 02:35:00,6102.83,119.96,TRADE
NSW1,2022/04/01 02:40:00,6007.5,115.65,TRADE
NSW1,2022/04/01 02:45:00,6041.52,119.96,TRADE
NSW1,2022/04/01 02:50:00,6139.26,122.52,TRADE
NSW1,2022/04/01 02:55:00,6145.57,130.51,TRADE
NSW1,2022/04/01 03:00:00,6118.24,122.52,TRADE
NSW1,2022/04/01 03:05:00,6204.6,122.52,TRADE
NSW1,2022/04/01 03:10:00,6060.65,122.52,TRADE
NSW1,2022/04/01 03:15:00,6076.41,122.52,TRADE
NSW1,2022/04/01 03:20:00,6106.34,122.52,TRADE
NSW1,2022/04/01 03:25:00,6093.56,122.52,TRADE
NSW1,2022/04/01 03:30:00,6133.06,122.52,TRADE
NSW1,2022/04/01 03:35:00,6188.5,122.52,TRADE
NSW1,2022/04/01 03:40:00,6165.83,122.52,TRADE
NSW1,2022/04/01 03:45:00,6116.72,120,TRADE
NSW1,2022/04/01 03:50:00,6214.81,122.52,TRADE
NSW1,2022/04/01 03:55:00,6194.61,122.52,TRADE
NSW1,2022/04/01 04:00:00,6217.52,122.52,TRADE
NSW1,2022/04/01 04:05:00,6232.5,122.52,TRADE
NSW1,2022/04/01 04:10:00,6348.9,186.65,TRADE
NSW1,2022/04/01 04:15:00,6398.92,237.01,TRADE
NSW1,2022/04/01 04:20:00,6411.84,142.84,TRADE
NSW1,2022/04/01 04:25:00,6472.53,144.98,TRADE
NSW1,2022/04/01 04:30:00,6445.51,135,TRADE
NSW1,2022/04/01 04:35:00,6513.85,135,TRADE
NSW1,2022/04/01 04:40:00,6452.88,120,TRADE
NSW1,2022/04/01 04:45:00,6548.82,135,TRADE
NSW1,2022/04/01 04:50:00,6615.94,283.03,TRADE
NSW1,2022/04/01 04:55:00,6688.57,199.99,TRADE
NSW1,2022/04/01 05:00:00,6745.86,118.99,TRADE
NSW1,2022/04/01 05:05:00,6887.16,135,TRADE
NSW1,2022/04/01 05:10:00,7004.18,241.69,TRADE
NSW1,2022/04/01 05:15:00,7027.21,244.85,TRADE
NSW1,2022/04/01 05:20:00,7035.7,241.51,TRADE
NSW1,2022/04/01 05:25:00,7077.68,241.43,TRADE
NSW1,2022/04/01 05:30:00,7120.74,135,TRADE
NSW1,2022/04/01 05:35:00,7244.86,117.97,TRADE
NSW1,2022/04/01 05:40:00,7344.01,196.20,TRADE
NSW1,2022/04/01 05:45:00,7345.22,248.79,TRADE
NSW1,2022/04/01 05:50:00,7485.19,297.90,TRADE
NSW1,2022/04/01 05:55:00,7562.32,299.99,TRADE
NSW1,2022/04/01 06:00:00,7666.38,299.98,TRADE
NSW1,2022/04/01 06:05:00,7725.35,299.99,TRADE
NSW1,2022/04/01 06:10:00,7731.01,299.99,TRADE
NSW1,2022/04/01 06:15:00,7896.34,299.99,TRADE
NSW1,2022/04/01 06:20:00,7868.18,299.99,TRADE
NSW1,2022/04/01 06:25:00,7956.38,299.99,TRADE
NSW1,2022/04/01 06:30:00,8036.3,299.99,TRADE
NSW1,2022/04/01 06:35:00,8042.39,299.99,TRADE
NSW1,2022/04/01 06:40:00,8219.77,299.99,TRADE
NSW1,2022/04/01 06:45:00,8143.32,299.99,TRADE
NSW1,2022/04/01 06:50:00,8163.62,299.99,TRADE
NSW1,2022/04/01 06:55:00,8205.59,299.99,TRADE
