REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2022/08/01 00:05:00,8040.55,151.82,TRADE
NSW1,2022/08/01 00:10:00,7962.21,150,TRADE
NSW1,2022/08/01 00:15:00,8042.52,152.06,TRADE
NSW1,2022/08/01 00:20:00,7855.29,93.40,TRADE
NSW1,2022/08/01 00:25:00,7802.16,119.72,TRADE
NSW1,2022/08/01 00:30:00,7772.59,126.15,TRADE
NSW1,2022/08/01 00:35:00,7779.9,129.81,TRADE
NSW1,2022/08/01 00:40:00,7745.56,150,TRADE
NSW1,2022/08/01 00:45:00,7723.3,150,TRADE
NSW1,2022/08/01 00:50:00,7658.76,150,TRADE
NSW1,2022/08/01 00:55:00,7640.57,150,TRADE
NSW1,2022/08/01 01:00:00,7618.22,132.70,TRADE
NSW1,2022/08/01 01:05:00,7547.36,150,TRADE
NSW1,2022/08/01 01:10:00,7574.94,150,TRADE
NSW1,2022/08/01 01:15:00,7561.37,150,TRADE
NSW1,2022/08/01 01:20:00,7518.05,150,TRADE
NSW1,2022/08/01 01:25:00,7489.48,92.70,TRADE
NSW1,2022/08/01 01:30:00,7451.27,97.79,TRADE
NSW1,2022/08/01 01:35:00,7429.63,29.69,TRADE
NSW1,2022/08/01 01:40:00,7398.64,10.31,TRADE
NSW1,2022/08/01 01:45:00,7362.69,11.95,TRADE
NSW1,2022/08/01 01:50:00,7286.46,11.87,TRADE
NSW1,2022/08/01 01:55:00,7266.26,45,TRADE
NSW1,2022/08/01 02:00:00,7158.61,30.07,TRADE
NSW1,2022/08/01 02:05:00,7155.98,30.09,TRADE
NSW1,2022/08/01 02:10:00,7151.07,30.12,TRADE
NSW1,2022/08/01 02:15:00,7119.73,30.14,TRADE
NSW1,2022/08/01 02:20:00,7053.3,89.80,TRADE
NSW1,2022/08/01 02:25:00,7013.98,69.07,TRADE
NSW1,2022/08/01 02:30:00,6981.06,29.73,TRADE
NSW1,2022/08/01 02:35:00,6978.91,99,TRADE
NSW1,2022/08/01 02:40:00,6868.35,99,TRADE
NSW1,2022/08/01 02:45:00,6816.06,100.53,TRADE
NSW1,2022/08/01 02:50:00,6807.12,91.23,TRADE
NSW1,2022/08/01 02:55:00,6756.55,89.28,TRADE
NSW1,2022/08/01 03:00:00,6748.27,89.96,TRADE
NSW1,2022/08/01 03:05:00,6721.02,89.95,TRADE
NSW1,2022/08/01 03:10:00,6735.11,103.89,TRADE
NSW1,2022/08/01 03:15:00,6705.13,99,TRADE
NSW1,2022/08/01 03:20:00,6707.81,99,TRADE
NSW1,2022/08/01 03:25:00,6706.19,99,TRADE
NSW1,2022/08/01 03:30:00,6689.07,94.88,TRADE
NSW1,2022/08/01 03:35:00,6726.41,105.66,TRADE
NSW1,2022/08/01 03:40:00,6629.81,11.59,TRADE
NSW1,2022/08/01 03:45:00,6647.98,0.80,TRADE
NSW1,2022/08/01 03:50:00,6638.34,11.51,TRADE
NSW1,2022/08/01 03:55:00,6661.99,45,TRADE
NSW1,2022/08/01 04:00:00,6647.43,45,TRADE
NSW1,2022/08/01 04:05:00,6675.04,45,TRADE
NSW1,2022/08/01 04:10:00,6737.08,90.51,TRADE
NSW1,2022/08/01 04:15:00,6654.18,99,TRADE
NSW1,2022/08/01 04:20:00,6688.2,89.83,TRADE
NSW1,2022/08/01 04:25:00,6678.09,90.39,TRADE
NSW1,2022/08/01 04:30:00,6751.11,99,TRADE
NSW1,2022/08/01 04:35:00,6785.59,147.11,TRADE
NSW1,2022/08/01 04:40:00,6830.33,151.40,TRADE
NSW1,2022/08/01 04:45:00,6827.45,149,TRADE
NSW1,2022/08/01 04:50:00,6884.14,145.14,TRADE
NSW1,2022/08/01 04:55:00,6876.7,118.99,TRADE
NSW1,2022/08/01 05:00:00,6962.67,144.08,TRADE
NSW1,2022/08/01 05:05:00,7040.7,24.27,TRADE
NSW1,2022/08/01 05:10:00,7167.09,118.99,TRADE
NSW1,2022/08/01 05:15:00,7257.59,118.99,TRADE
NSW1,2022/08/01 05:20:00,7274.26,88.42,TRADE
NSW1,2022/08/01 05:25:00,7300.89,93.29,TRADE
NSW1,2022/08/01 05:30:00,7343.38,126.83,TRADE
NSW1,2022/08/01 05:35:00,7419.89,145.70,TRADE
NSW1,2022/08/01 05:40:00,7475.29,125.48,TRADE
NSW1,2022/08/01 05:45:00,7581.64,126.29,TRADE
NSW1,2022/08/01 05:50:00,7645.73,146.12,TRADE
NSW1,2022/08/01 05:55:00,7695.5,147.12,TRADE
NSW1,2022/08/01 06:00:00,7852.52,181.13,TRADE
NSW1,2022/08/01 06:05:00,8040.6,265.06,TRADE
NSW1,2022/08/01 06:10:00,8183.71,275.60,TRADE
NSW1,2022/08/01 06:15:00,8324.75,278.73,TRADE
NSW1,2022/08/01 06:20:00,8458.7,265.35,TRADE
NSW1,2022/08/01 06:25:00,8572.71,272.74,TRADE
NSW1,2022/08/01 06:30:00,8599.91,262.28,TRADE
NSW1,2022/08/01 06:35:00,8859.13,311.22,TRADE
NSW1,2022/08/01 06:40:00,8910.2,259.70,TRADE
NSW1,2022/08/01 06:45:00,9082.97,263.45,TRADE
NSW1,2022/08/01 06:50:00,9192.58,278.92,TRADE
NSW1,2022/08/01 06:55:00,9266.35,311.22,TRADE
NSW1,2022/08/01 07:00:00,9365.54,299.38,TRADE
NSW1,2022/08/01 07:05:00,9369.99,311.22,TRADE
NSW1,2022/08/01 07:10:00,9570.11,274.27,TRADE
NSW1,2022/08/01 07:15:00,9603.4,268.24,TRADE
NSW1,2022/08/01 07:20:00,9737.92,272.32,TRADE
NSW1,2022/08/01 07:25:00,9805.35,290.37,TRADE
NSW1,2022/08/01 07:30:00,9839.05,311.20,TRADE
NSW1,2022/08/01 07:35:00,9891,311.20,TRADE
NSW1,2022/08/01 07:40:00,9983.28,311.20,TRADE
NSW1,2022/08/01 07:45:00,10020.98,311.20,TRADE
NSW1,2022/08/01 07:50:00,10018.66,276.87,TRADE
