REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2022/03/01 00:05:00,7304.76,89.70,TRADE
NSW1,2022/03/01 00:10:00,7176.53,86.97,TRADE
NSW1,2022/03/01 00:15:00,7247.72,88.75,TRADE
NSW1,2022/03/01 00:20:00,7169.96,87.07,TRADE
NSW1,2022/03/01 00:25:00,7171.54,87.11,TRADE
NSW1,2022/03/01 00:30:00,7092.11,85,TRADE
NSW1,2022/03/01 00:35:00,7045.63,78.26,TRADE
NSW1,2022/03/01 00:40:00,7039.51,78.72,TRADE
NSW1,2022/03/01 00:45:00,6960.34,77.70,TRADE
NSW1,2022/03/01 00:50:00,6844.72,76.09,TRADE
NSW1,2022/03/01 00:55:00,6783.15,71.44,TRADE
NSW1,2022/03/01 01:00:00,6771.86,70.99,TRADE
NSW1,2022/03/01 01:05:00,6729.4,80.41,TRADE
NSW1,2022/03/01 01:10:00,6718.34,77.29,TRADE
NSW1,2022/03/01 01:15:00,6706.55,77.90,TRADE
NSW1,2022/03/01 01:20:00,6655.42,76.92,TRADE
NSW1,2022/03/01 01:25:00,6567.36,77.67,TRADE
NSW1,2022/03/01 01:30:00,6565.17,82.15,TRADE
NSW1,2022/03/01 01:35:00,6576.41,86.24,TRADE
NSW1,2022/03/01 01:40:00,6508.9,85,TRADE
NSW1,2022/03/01 01:45:00,6470.09,90.28,TRADE
NSW1,2022/03/01 01:50:00,6481.38,89.59,TRADE
NSW1,2022/03/01 01:55:00,6465.41,89.65,TRADE
NSW1,2022/03/01 02:00:00,6395.28,89.67,TRADE
NSW1,2022/03/01 02:05:00,6341.41,89.72,TRADE
NSW1,2022/03/01 02:10:00,6271.99,84.91,TRADE
NSW1,2022/03/01 02:15:00,6273.37,85,TRADE
NSW1,2022/03/01 02:20:00,6278.71,82.63,TRADE
NSW1,2022/03/01 02:25:00,6278.16,85,TRADE
NSW1,2022/03/01 02:30:00,6253.45,84.22,TRADE
NSW1,2022/03/01 02:35:00,6279.15,85,TRADE
NSW1,2022/03/01 02:40:00,6272.23,72.46,TRADE
NSW1,2022/03/01 02:45:00,6253.77,72.60,TRADE
NSW1,2022/03/01 02:50:00,6279.28,71.99,TRADE
NSW1,2022/03/01 02:55:00,6226.02,70.80,TRADE
NSW1,2022/03/01 03:00:00,6199.54,70.63,TRADE
NSW1,2022/03/01 03:05:00,6249.17,84.16,TRADE
NSW1,2022/03/01 03:10:00,6298.61,84.95,TRADE
NSW1,2022/03/01 03:15:00,6285.39,84.42,TRADE
NSW1,2022/03/01 03:20:00,6267.99,84.27,TRADE
NSW1,2022/03/01 03:25:00,6281.49,69.74,TRADE
NSW1,2022/03/01 03:30:00,6265.72,85,TRADE
NSW1,2022/03/01 03:35:00,6239.6,68.96,TRADE
NSW1,2022/03/01 03:40:00,6279.52,71.58,TRADE
NSW1,2022/03/01 03:45:00,6298.27,73.17,TRADE
NSW1,2022/03/01 03:50:00,6362.61,71.96,TRADE
NSW1,2022/03/01 03:55:00,6410.05,72.05,TRADE
NSW1,2022/03/01 04:00:00,6413.8,72.29,TRADE
NSW1,2022/03/01 04:05:00,6328.12,69.54,TRADE
NSW1,2022/03/01 04:10:00,6375.52,71.46,TRADE
NSW1,2022/03/01 04:15:00,6454.99,85,TRADE
NSW1,2022/03/01 04:20:00,6564.55,85,TRADE
NSW1,2022/03/01 04:25:00,6605.49,85,TRADE
NSW1,2022/03/01 04:30:00,6562.26,84.40,TRADE
NSW1,2022/03/01 04:35:00,6673.14,89.13,TRADE
NSW1,2022/03/01 04:40:00,6700.62,85.07,TRADE
NSW1,2022/03/01 04:45:00,6697.33,85,TRADE
NSW1,2022/03/01 04:50:00,6817.38,86.59,TRADE
NSW1,2022/03/01 04:55:00,6766.73,85.08,TRADE
NSW1,2022/03/01 05:00:00,6799.92,86.41,TRADE
NSW1,2022/03/01 05:05:00,6945.32,87.53,TRADE
NSW1,2022/03/01 05:10:00,7120.39,90.81,TRADE
NSW1,2022/03/01 05:15:00,7152.48,91.29,TRADE
NSW1,2022/03/01 05:20:00,7206.77,91.90,TRADE
NSW1,2022/03/01 05:25:00,7276.05,92.66,TRADE
NSW1,2022/03/01 05:30:00,7303.43,95.52,TRADE
NSW1,2022/03/01 05:35:00,7337.18,94.40,TRADE
NSW1,2022/03/01 05:40:00,7507.03,99.30,TRADE
NSW1,2022/03/01 05:45:00,7585.8,94.90,TRADE
NSW1,2022/03/01 05:50:00,7691.72,99.30,TRADE
NSW1,2022/03/01 05:55:00,7662.39,95.50,TRADE
NSW1,2022/03/01 06:00:00,7607.18,92.92,TRADE
NSW1,2022/03/01 06:05:00,7770.77,95.63,TRADE
NSW1,2022/03/01 06:10:00,7810.02,112.73,TRADE
NSW1,2022/03/01 06:15:00,7912.74,120.61,TRADE
NSW1,2022/03/01 06:20:00,8041.59,119.55,TRADE
NSW1,2022/03/01 06:25:00,8028.27,117.20,TRADE
NSW1,2022/03/01 06:30:00,7995.08,116.41,TRADE
NSW1,2022/03/01 06:35:00,8058.88,117.11,TRADE
NSW1,2022/03/01 06:40:00,8093.43,117.08,TRADE
NSW1,2022/03/01 06:45:00,8175.69,117.11,TRADE
